0,0,0
1,0,1
2,1,1
3,1,2
4,2,3
5,2,3
6,3,4
7,3,5
8,4,5
9,4,6
10,5,7
11,5,7
12,6,8
13,6,9
14,7,9
15,7,10
16,8,11
17,8,11
18,9,12
19,9,13
20,10,13
21,10,14
22,11,15
23,11,16
24,12,16
25,12,17
26,13,18
27,13,18
28,14,19
29,14,20
30,14,20
31,15,21
32,15,22
33,16,22
34,16,23
35,17,24
36,17,24
37,18,25
38,18,26
39,19,26
40,19,27
41,20,28
42,20,28
43,21,29
44,21,30
45,22,30
46,22,31
47,23,32
48,23,32
49,24,33
50,24,34
51,25,34
52,25,35
53,26,36
54,26,36
55,27,37
56,27,38
57,27,38
58,28,39
59,28,40
60,29,40
61,29,41
62,30,42
63,30,42
64,31,43
65,31,44
66,32,45
67,32,45
68,33,46
69,33,47
70,34,47
71,34,48
72,35,49
73,35,49
74,36,50
75,36,51
76,37,51
77,37,52
78,38,53
79,38,53
80,39,54
81,39,55
82,40,55
83,40,56
84,41,57
85,41,57
86,41,58
87,42,59
88,42,59
89,43,60
90,43,61
91,44,61
92,44,62
93,45,63
94,45,63
95,46,64
96,46,65
97,47,65
98,47,66
99,48,67
100,48,67
101,49,68
102,49,69
103,50,69
104,50,70
105,51,71
106,51,71
107,52,72
108,52,73
109,53,74
110,53,74
111,54,75
112,54,76
113,55,76
114,55,77
115,55,78
116,56,78
117,56,79
118,57,80
119,57,80
120,58,81
121,58,82
122,59,82
123,59,83
124,60,84
125,60,84
126,61,85
127,61,86
128,62,86
129,62,87
130,63,88
131,63,88
132,64,89
133,64,90
134,65,90
135,65,91
136,66,92
137,66,92
138,67,93
139,67,94
140,68,94
141,68,95
142,68,96
143,69,96
144,69,97
145,70,98
146,70,98
147,71,99
148,71,100
149,72,101
150,72,101
151,73,102
152,73,103
153,74,103
154,74,104
155,75,105
156,75,105
157,76,106
158,76,107
159,77,107
160,77,108
161,78,109
162,78,109
163,79,110
164,79,111
165,80,111
166,80,112
167,81,113
168,81,113
169,82,114
170,82,115
171,82,115
172,83,116
173,83,117
174,84,117
175,84,118
176,85,119
177,85,119
178,86,120
179,86,121
180,87,121
181,87,122
182,88,123
183,88,123
184,89,124
185,89,125
186,90,125
187,90,126
188,91,127
189,91,127
190,92,128
191,92,129
192,93,130
193,93,130
194,94,131
195,94,132
196,95,132
197,95,133
198,96,134
199,96,134
200,96,135
201,97,136
202,97,136
203,98,137
204,98,138
205,99,138
206,99,139
207,100,140
208,100,140
209,101,141
210,101,142
211,102,142
212,102,143
213,103,144
214,103,144
215,104,145
216,104,146
217,105,146
218,105,147
219,106,148
220,106,148
221,107,149
222,107,150
223,108,150
224,108,151
225,109,152
226,109,152
227,109,153
228,110,154
229,110,154
230,111,155
231,111,156
232,112,156
233,112,157
234,113,158
235,113,159
236,114,159
237,114,160
238,115,161
239,115,161
240,116,162
241,116,163
242,117,163
243,117,164
244,118,165
245,118,165
246,119,166
247,119,167
248,120,167
249,120,168
250,121,169
251,121,169
252,122,170
253,122,171
254,123,171
255,123,172
