0,0,0
1,0,0
2,0,0
3,0,1
3,1,1
4,1,1
5,1,1
6,1,1
7,1,1
8,1,2
8,2,2
9,2,2
10,2,2
11,2,2
12,2,2
13,2,3
13,3,3
14,3,3
15,3,3
16,3,3
17,3,4
18,3,4
19,3,4
19,4,4
20,4,4
21,4,4
22,4,5
23,4,5
24,4,5
24,5,5
25,5,5
26,5,5
27,5,6
28,5,6
29,5,6
30,5,6
30,6,6
31,6,7
32,6,7
33,6,7
34,6,7
35,6,7
35,7,7
36,7,8
37,7,8
38,7,8
39,7,8
40,7,8
40,8,8
41,8,9
42,8,9
43,8,9
44,8,9
45,8,9
46,8,10
46,9,10
47,9,10
48,9,10
49,9,10
50,9,10
51,9,11
51,10,11
52,10,11
53,10,11
54,10,11
55,10,11
56,10,12
56,11,12
57,11,12
58,11,12
59,11,12
60,11,13
61,11,13
62,11,13
62,12,13
63,12,13
64,12,13
65,12,14
66,12,14
67,12,14
67,13,14
68,13,14
69,13,14
70,13,15
71,13,15
72,13,15
73,13,15
73,14,15
74,14,16
75,14,16
76,14,16
77,14,16
78,14,16
78,15,16
79,15,17
80,15,17
81,15,17
82,15,17
83,15,17
83,16,17
84,16,18
85,16,18
86,16,18
87,16,18
88,16,18
89,16,19
89,17,19
90,17,19
91,17,19
92,17,19
93,17,19
94,17,20
94,18,20
95,18,20
96,18,20
97,18,20
98,18,20
99,18,21
99,19,21
100,19,21
101,19,21
102,19,21
103,19,22
104,19,22
105,19,22
105,20,22
106,20,22
107,20,22
108,20,23
109,20,23
110,20,23
110,21,23
111,21,23
112,21,23
113,21,24
114,21,24
115,21,24
116,21,24
116,22,24
117,22,25
118,22,25
119,22,25
120,22,25
121,22,25
121,23,25
122,23,26
123,23,26
124,23,26
125,23,26
126,23,26
126,24,26
127,24,27
128,24,27
129,24,27
130,24,27
131,24,27
132,24,28
132,25,28
133,25,28
134,25,28
135,25,28
136,25,28
137,25,29
137,26,29
138,26,29
139,26,29
140,26,29
141,26,29
142,26,30
142,27,30
143,27,30
144,27,30
145,27,30
146,27,31
147,27,31
148,27,31
148,28,31
149,28,31
150,28,31
151,28,32
152,28,32
153,28,32
153,29,32
154,29,32
155,29,32
156,29,33
157,29,33
158,29,33
159,29,33
159,30,33
160,30,34
161,30,34
162,30,34
163,30,34
164,30,34
164,31,34
165,31,35
166,31,35
167,31,35
168,31,35
169,31,35
169,32,35
170,32,36
171,32,36
172,32,36
173,32,36
174,32,36
175,32,37
175,33,37
176,33,37
177,33,37
178,33,37
179,33,37
180,33,38
180,34,38
181,34,38
182,34,38
183,34,38
184,34,38
185,34,39
185,35,39
186,35,39
187,35,39
188,35,39
189,35,40
190,35,40
191,35,40
191,36,40
192,36,40
193,36,40
194,36,41
195,36,41
196,36,41
196,37,41
197,37,41
198,37,41
199,37,42
200,37,42
201,37,42
202,37,42
202,38,42
203,38,43
204,38,43
205,38,43
206,38,43
207,38,43
207,39,43
208,39,44
209,39,44
210,39,44
211,39,44
212,39,44
212,40,44
213,40,45
214,40,45
215,40,45
