0,0,0
0,1,0
1,1,1
1,2,1
2,3,1
2,4,1
3,4,2
3,5,2
3,6,2
4,6,2
4,7,3
5,8,3
5,8,3
6,9,4
6,10,4
6,11,4
7,11,4
7,12,5
8,13,5
8,13,5
9,14,5
9,15,6
9,16,6
10,16,6
10,17,7
11,18,7
11,18,7
12,19,7
12,20,8
13,20,8
13,21,8
13,22,9
14,23,9
14,23,9
15,24,9
15,25,10
16,25,10
16,26,10
16,27,10
17,28,11
17,28,11
18,29,11
18,30,12
19,30,12
19,31,12
19,32,12
20,32,13
20,33,13
21,34,13
21,35,13
22,35,14
22,36,14
22,37,14
23,37,15
23,38,15
24,39,15
24,40,15
25,40,16
25,41,16
25,42,16
26,42,16
26,43,17
27,44,17
27,44,17
28,45,18
28,46,18
28,47,18
29,47,18
29,48,19
30,49,19
30,49,19
31,50,19
31,51,20
31,52,20
32,52,20
32,53,21
33,54,21
33,54,21
34,55,21
34,56,22
35,56,22
35,57,22
35,58,23
36,59,23
36,59,23
37,60,23
37,61,24
38,61,24
38,62,24
38,63,24
39,64,25
39,64,25
40,65,25
40,66,26
41,66,26
41,67,26
41,68,26
42,68,27
42,69,27
43,70,27
43,71,27
44,71,28
44,72,28
44,73,28
45,73,29
45,74,29
46,75,29
46,76,29
47,76,30
47,77,30
47,78,30
48,78,30
48,79,31
49,80,31
49,80,31
50,81,32
50,82,32
50,83,32
51,83,32
51,84,33
52,85,33
52,85,33
53,86,33
53,87,34
53,88,34
54,88,34
54,89,35
55,90,35
55,90,35
56,91,35
56,92,36
57,92,36
57,93,36
57,94,37
58,95,37
58,95,37
59,96,37
59,97,38
60,97,38
60,98,38
60,99,38
61,100,39
61,100,39
62,101,39
62,102,40
63,102,40
63,103,40
63,104,40
64,104,41
64,105,41
65,106,41
65,107,41
66,107,42
66,108,42
66,109,42
67,109,43
67,110,43
68,111,43
68,112,43
69,112,44
69,113,44
69,114,44
70,114,44
70,115,45
71,116,45
71,116,45
72,117,46
72,118,46
72,119,46
73,119,46
73,120,47
74,121,47
74,121,47
75,122,47
75,123,48
75,124,48
76,124,48
76,125,49
77,126,49
77,126,49
78,127,49
78,128,50
79,128,50
79,129,50
79,130,51
80,131,51
80,131,51
81,132,51
81,133,52
82,133,52
82,134,52
82,135,52
83,136,53
83,136,53
84,137,53
84,138,54
85,138,54
85,139,54
85,140,54
86,140,55
86,141,55
87,142,55
87,143,55
88,143,56
88,144,56
88,145,56
89,145,57
89,146,57
90,147,57
90,148,57
91,148,58
91,149,58
91,150,58
92,150,58
92,151,59
93,152,59
93,152,59
94,153,60
94,154,60
94,155,60
95,155,60
95,156,61
96,157,61
96,157,61
97,158,61
97,159,62
97,160,62
98,160,62
98,161,63
99,162,63
99,162,63
100,163,63
100,164,64
101,164,64
101,165,64
101,166,65
102,167,65
102,167,65
103,168,65
103,169,66
104,169,66
104,170,66
104,171,66
105,172,67
105,172,67
106,173,67
106,174,68
107,174,68
107,175,68
107,176,68
108,176,69
108,177,69
109,178,69
109,179,69
110,179,70
110,180,70
